query_idx,query_hash,query_text,rank,neighbor_idx,neighbor_hash,neighbor_label,distance,similarity,rrf_score,rerank_score,retrieval_mode
8,e384ddf22c5d721b122840a3fa47ed3273224311d0ac50049764191ee521ddce,Intel Mac should be detected as Hardware: PC rather than Hardware: Mac,5,4586,1bdbccbde9930a338945743e82a2057359baf78a9cff06a925e4e5ba5f2f9ea9,stop,0.0,1.0,0.046897546897546896,1.0,hybrid_rrf_pgvector
9,5ab950c28271405134884512dcb4c94c2953dc2ed29fee2b1bdec641108bdc11,[Min/Max] Adding a legacy fast view with a maximized part puts the view in the wrong stack,1,3657,79ab82aec891c802abeabe986018985a9ea91874e1396e32bf8508c3245349ba,play,0.09354497488665481,0.9064550251133452,0.045028884159318945,0.942423278880347,hybrid_rrf_pgvector
9,5ab950c28271405134884512dcb4c94c2953dc2ed29fee2b1bdec641108bdc11,[Min/Max] Adding a legacy fast view with a maximized part puts the view in the wrong stack,2,3962,7974aff7e8edc3a8da2313aa3dbe7ae5ee37cbde5ee416f49dd44a07c86cf14f,play,0.09354497488665481,0.9064550251133452,0.031009615384615385,0.942423278880347,hybrid_rrf_pgvector
9,5ab950c28271405134884512dcb4c94c2953dc2ed29fee2b1bdec641108bdc11,[Min/Max] Adding a legacy fast view with a maximized part puts the view in the wrong stack,3,4877,6c76cfdc86a914e347c80b5d0f3e5fb6197a3c0a97faf90cd191c27c724f8fde,pausa,0.09354497488665481,0.9064550251133452,0.04767399003253049,0.892423278880347,hybrid_rrf_pgvector
9,5ab950c28271405134884512dcb4c94c2953dc2ed29fee2b1bdec641108bdc11,[Min/Max] Adding a legacy fast view with a maximized part puts the view in the wrong stack,4,4595,2a3b174288b26ae775ea61808b58ab1eaf936da357f930b3184b7120791d3183,pausa,0.09354497488665481,0.9064550251133452,0.0315136476426799,0.892423278880347,hybrid_rrf_pgvector
9,5ab950c28271405134884512dcb4c94c2953dc2ed29fee2b1bdec641108bdc11,[Min/Max] Adding a legacy fast view with a maximized part puts the view in the wrong stack,5,4170,e529a1a9f6f9e2abf2c76a70ac5b4df5d5de624f21dcf7c519846e847f02dcf6,pausa,0.09354497488665481,0.9064550251133452,0.030776515151515152,0.892423278880347,hybrid_rrf_pgvector
10,22faac5ccc71e10c3cb70f96971537659fa82ba23b7c4238d0033aae3f75bc31,Generated equals() invalid if there's an 'Object' class in scope,1,3834,0a670cdebeafe214de8ecba7e9f8942eb96f1e0e8fd683d95cdf0aa7f3f1c160,play,0.12768636334353767,0.8723136366564623,0.03278688524590164,0.9031606821549317,hybrid_rrf_pgvector
10,22faac5ccc71e10c3cb70f96971537659fa82ba23b7c4238d0033aae3f75bc31,Generated equals() invalid if there's an 'Object' class in scope,2,349,8511b2bfd3ed3ec5996490dae048132e050dd6f3fb30300c410daa366751304a,play,0.13271789165574843,0.8672821083442516,0.048651507139079855,0.8973744245958893,hybrid_rrf_pgvector
10,22faac5ccc71e10c3cb70f96971537659fa82ba23b7c4238d0033aae3f75bc31,Generated equals() invalid if there's an 'Object' class in scope,3,3473,7902d319c72cb3cf57140c796de91571c807ae777ddc6ebf881c0536ae9e3419,play,0.15894413628294568,0.8410558637170543,0.044362602571557795,0.8672142432746125,hybrid_rrf_pgvector
10,22faac5ccc71e10c3cb70f96971537659fa82ba23b7c4238d0033aae3f75bc31,Generated equals() invalid if there's an 'Object' class in scope,4,4657,5420a5dce56f27dc43a816dcef51965833d748b5e96e768bf488271b7d8ce468,pausa,0.15894413628294568,0.8410558637170543,0.031746031746031744,0.8172142432746125,hybrid_rrf_pgvector
10,22faac5ccc71e10c3cb70f96971537659fa82ba23b7c4238d0033aae3f75bc31,Generated equals() invalid if there's an 'Object' class in scope,5,4252,5e75ae30f93f4ee80766ff9aac21444a206270c0416d9b7443d302ece90b6958,stop,0.15894413628294568,0.8410558637170543,0.03125,0.8172142432746125,hybrid_rrf_pgvector
11,891204e5d79a672b85bf91ddd9e44998aee086e03b249c861d577cac64257e43,TI: [infer failure] Missing type in object #2 toString: string,1,3988,3929c8011533282004d84ee92bce9c67498035e4edeacf0cd003f3f9bd36798b,stop,0.039034523528898246,0.9609654764711018,0.04865990111891752,1.005110297941767,hybrid_rrf_pgvector
11,891204e5d79a672b85bf91ddd9e44998aee086e03b249c861d577cac64257e43,TI: [infer failure] Missing type in object #2 toString: string,2,3760,97b17964d27c7dda3a948f97193b1185106116bffa6ea7e5fb17e08bae0ba7f6,stop,0.0400066738217737,0.9599933261782263,0.04788306451612903,1.0039923251049603,hybrid_rrf_pgvector
11,891204e5d79a672b85bf91ddd9e44998aee086e03b249c861d577cac64257e43,TI: [infer failure] Missing type in object #2 toString: string,3,2992,d975ade6d95312a7164ae6b5ed99808253d347aa09480e42cdd5bbc2106597cc,stop,0.06309656745881753,0.9369034325411825,0.04813947436898257,0.9774389474223599,hybrid_rrf_pgvector
11,891204e5d79a672b85bf91ddd9e44998aee086e03b249c861d577cac64257e43,TI: [infer failure] Missing type in object #2 toString: string,4,4425,36fedb91c4872d1c4f62f64d0d9cf2a15478a0c3ff10b0d45bf4346c1e4fc56a,stop,0.08203279728847723,0.9179672027115228,0.047379032258064516,0.9556622831182512,hybrid_rrf_pgvector
11,891204e5d79a672b85bf91ddd9e44998aee086e03b249c861d577cac64257e43,TI: [infer failure] Missing type in object #2 toString: string,5,2395,e41ca33c626a31fb380feadf14cf690dc6a0959f38a10fb86a2205ff8976477d,stop,0.16979004140897125,0.8302099585910288,0.044563279857397504,0.8547414523796831,hybrid_rrf_pgvector
12,b338ffcee9fc1b5900f6ceb469f1ae79c3bd706624c0fd475135ae3e8505de61,Clothes are tigered in Google Bodybrowser using ANGLE,1,0,737a8c586e01a3db3f0e7f8cdf0146c83a33197e8d2e8f1ab813f7fbb5ddbbae,play,1.0,0.0,0.03278688524590164,-0.09999999999999999,hybrid_rrf_pgvector
12,b338ffcee9fc1b5900f6ceb469f1ae79c3bd706624c0fd475135ae3e8505de61,Clothes are tigered in Google Bodybrowser using ANGLE,2,2,50f50c77354314a73686fd77a1e2c3b3b4b8a48d5bbfdc5391409e149234c098,play,1.0,0.0,0.031746031746031744,-0.09999999999999999,hybrid_rrf_pgvector
12,b338ffcee9fc1b5900f6ceb469f1ae79c3bd706624c0fd475135ae3e8505de61,Clothes are tigered in Google Bodybrowser using ANGLE,3,1,7175846e309b39507fa4c4cfa3ee674c5626208653c00dcf439122eea5f9aec0,pausa,1.0,0.0,0.03225806451612903,-0.15,hybrid_rrf_pgvector
12,b338ffcee9fc1b5900f6ceb469f1ae79c3bd706624c0fd475135ae3e8505de61,Clothes are tigered in Google Bodybrowser using ANGLE,4,3,08db3dc49103c8ccfff8b8dd59d2b8fa79ebca6f181aec85d18c2d9e440dc33f,pausa,1.0,0.0,0.03125,-0.15,hybrid_rrf_pgvector
12,b338ffcee9fc1b5900f6ceb469f1ae79c3bd706624c0fd475135ae3e8505de61,Clothes are tigered in Google Bodybrowser using ANGLE,5,4,c020e3e61c72b8025cbdaa2c813ae36f00080d2900b13a19128931d6d15dd411,stop,1.0,0.0,0.03076923076923077,-0.15,hybrid_rrf_pgvector
13,b6f500f006ded41d74c32e874f55c87ea27a83cae1066ba78051ecad7845b3b5,lots of plugin-related file IO,1,1009,0aa9684214823ca1d62b11e2ad0234ef3597aef339ef9057e162c5fd8f0e5a47,pausa,0.10623117159112228,0.8937688284088777,0.04918032786885246,0.9278341526702094,hybrid_rrf_pgvector
13,b6f500f006ded41d74c32e874f55c87ea27a83cae1066ba78051ecad7845b3b5,lots of plugin-related file IO,2,1317,4b07eb031a4d6608cae0d9128cd929cfe8356d209992b3934ef13df1e2130882,pausa,0.1497438096288347,0.8502561903711653,0.044136460554371,0.8777946189268401,hybrid_rrf_pgvector
13,b6f500f006ded41d74c32e874f55c87ea27a83cae1066ba78051ecad7845b3b5,lots of plugin-related file IO,3,3648,4f3984e58836d7a0c6264e25c792f7354a579500bff4d36b68e93181a259521e,pausa,0.1497438096288347,0.8502561903711653,0.03225806451612903,0.8777946189268401,hybrid_rrf_pgvector
13,b6f500f006ded41d74c32e874f55c87ea27a83cae1066ba78051ecad7845b3b5,lots of plugin-related file IO,4,1327,d0975ddc01cf48bda8f798e60d40db72f97594c709f0d78a2e297a7350475152,play,0.1497438096288347,0.8502561903711653,0.04526926877470356,0.82779461892684,hybrid_rrf_pgvector
13,b6f500f006ded41d74c32e874f55c87ea27a83cae1066ba78051ecad7845b3b5,lots of plugin-related file IO,5,3539,d05e95d77ad520e094cf6635fccd2f1eb72ecb6aedd72f0ed47b3e2897135610,play,0.1497438096288347,0.8502561903711653,0.03057889822595705,0.82779461892684,hybrid_rrf_pgvector
14,d1b96f0d8ecd18d908936f641166c3e5b797763ca4a64ca856f130be54938059,Investigate why offlinecache triggers writes when reading from the cache,1,4706,1f96e5d2dbec9ae7d398906c643396c98359fa0c5ced8b53bfcde437f4980244,pausa,0.09783308516727973,0.9021669148327203,0.04865990111891752,0.9374919520576284,hybrid_rrf_pgvector
14,d1b96f0d8ecd18d908936f641166c3e5b797763ca4a64ca856f130be54938059,Investigate why offlinecache triggers writes when reading from the cache,2,4923,b1c730e1b9bf99b447bf68536730e236270c595f3e9922b445aa92cd083ba480,pausa,0.11027785250369004,0.88972214749631,0.04788306451612903,0.9231804696207565,hybrid_rrf_pgvector
14,d1b96f0d8ecd18d908936f641166c3e5b797763ca4a64ca856f130be54938059,Investigate why offlinecache triggers writes when reading from the cache,3,5113,04b4b487fd77a4e445636da80a476715bd1de5aab717cc1475435b96e66446eb,pausa,0.1385365819693002,0.8614634180306998,0.04813947436898257,0.8906829307353048,hybrid_rrf_pgvector
14,d1b96f0d8ecd18d908936f641166c3e5b797763ca4a64ca856f130be54938059,Investigate why offlinecache triggers writes when reading from the cache,4,3003,eb232c5cf9917e7ac52f93318f2a096e430e27c689784154f1120e2e759091a1,pausa,0.15278213376711547,0.8472178662328845,0.030776515151515152,0.8743005461678173,hybrid_rrf_pgvector
14,d1b96f0d8ecd18d908936f641166c3e5b797763ca4a64ca856f130be54938059,Investigate why offlinecache triggers writes when reading from the cache,5,4861,4f35fba0953af158306c34dcc7b7a6823a0bf7b653bc50056b075aa7d03164f8,pausa,0.15278213376711547,0.8472178662328845,0.03076923076923077,0.8743005461678173,hybrid_rrf_pgvector
15,a8f390c58560a8790d29008b21c3d1efd960c61c3185a95cd91f831f1803eb54,"[SeaMonkey, Linux] ""TEST-UNEXPECTED-FAIL | jit_test.py [...] basic/testRegExpTest.js: ==3623=="" (and more)",1,4205,d9bcbdec1518f4fb8382dbe80f364bec52e2520154417a05c8199176af7c06c1,pausa,0.0341069590501194,0.9658930409498806,0.04918032786885246,1.0107769970923626,hybrid_rrf_pgvector
15,a8f390c58560a8790d29008b21c3d1efd960c61c3185a95cd91f831f1803eb54,"[SeaMonkey, Linux] ""TEST-UNEXPECTED-FAIL | jit_test.py [...] basic/testRegExpTest.js: ==3623=="" (and more)",2,208,9c1c1eb18cdcbddd1f13c5179d6ea1a95eec02c9b77730ee7de4ce3217883d8d,pausa,0.06300355339551345,0.9369964466044866,0.04764267990074442,0.9775459135951596,hybrid_rrf_pgvector
15,a8f390c58560a8790d29008b21c3d1efd960c61c3185a95cd91f831f1803eb54,"[SeaMonkey, Linux] ""TEST-UNEXPECTED-FAIL | jit_test.py [...] basic/testRegExpTest.js: ==3623=="" (and more)",3,5010,2cd497a12c85a314351d58eddcc7afa30de6a3acab08a9fa52394cfce9311fd7,pausa,0.10164634362914837,0.8983536563708516,0.031746031746031744,0.9331067048264794,hybrid_rrf_pgvector
15,a8f390c58560a8790d29008b21c3d1efd960c61c3185a95cd91f831f1803eb54,"[SeaMonkey, Linux] ""TEST-UNEXPECTED-FAIL | jit_test.py [...] basic/testRegExpTest.js: ==3623=="" (and more)",4,1226,f6486da5203b9c7140b30b8f7f8e2328a397ba84914ec801359153d722deae1b,pausa,0.12895997242192914,0.8710400275780709,0.04712301587301587,0.9016960317147815,hybrid_rrf_pgvector
15,a8f390c58560a8790d29008b21c3d1efd960c61c3185a95cd91f831f1803eb54,"[SeaMonkey, Linux] ""TEST-UNEXPECTED-FAIL | jit_test.py [...] basic/testRegExpTest.js: ==3623=="" (and more)",5,3839,0d2066478d0946c904c241c169bad533e89e7588530b114054e28c5c672e1b4a,pausa,0.16423460418304314,0.8357653958169569,0.04547574626865672,0.8611302051895005,hybrid_rrf_pgvector
16,273d28147f5877244923e2b1e468eb4f672d700397b704b76c9b90f0879c040c,Progress dialog does not properly close on Leopard,1,4976,0af4b1f88c4e83b6b0523f57dbb515546519377cec7fb975eddd109bed758095,pausa,0.020401238128742172,0.9795987618712578,0.048915917503966164,0.9765385761519465,hybrid_rrf_pgvector
16,273d28147f5877244923e2b1e468eb4f672d700397b704b76c9b90f0879c040c,Progress dialog does not properly close on Leopard,2,4581,db22410da1a9fcaf55bd23bd42a82c20c8c1eada214f62f7b464b73bc03ddb6e,play,0.07428746080837034,0.9257125391916297,0.04764267990074442,0.9645694200703742,hybrid_rrf_pgvector
16,273d28147f5877244923e2b1e468eb4f672d700397b704b76c9b90f0879c040c,Progress dialog does not properly close on Leopard,3,4333,c7c8139dcd50a95530214d26cb0f21c287bda94c04daba4847ea2d71f5668150,play,0.0862377193345073,0.9137622806654927,0.047371031746031744,0.9508266227653166,hybrid_rrf_pgvector
16,273d28147f5877244923e2b1e468eb4f672d700397b704b76c9b90f0879c040c,Progress dialog does not properly close on Leopard,4,3192,a4f3399a04903c2387b4ddd966df2713b139582f54e4b0f2ca158e67aad972cc,play,0.09185982902134948,0.9081401709786505,0.047643442622950824,0.9443611966254482,hybrid_rrf_pgvector
